code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,teo_available,ht_sources_available,lt_sources_available,preference_W_MTHT,preference_H,preference_E,elegible_W_LT,force_heat_network
BU03960502,Neksloot,"[106853.81686754199, 503336.64157397294]",596.0,23.2758,3474.0,20264.0,908.5846169880001,67944.0,3046.4307694980002,False,False,['LTHP0001'],['LTHP0001'],0.35742123871394876,0.6215441128611219,0.02103464842492932,False,False
BU03960503,Steenstrapark,"[106431.102061566, 503576.689563511]",123.0,296.676,44280.0,4920.0,13624.61539824,64452.0,178482.46154868,False,False,['LTHP0001'],['LTHP0001'],0.7729352953824619,0.19689158394674502,0.030173120670793193,False,False
BU03960600,De Maer,"[107161.588118963, 503557.87468073]",492.0,20.7767,3101.0,20664.0,1001.8615382229999,55596.0,2695.484614669,False,False,['LTHP0001'],['LTHP0001'],0.319917235891486,0.6757136076698468,0.004369156438667244,False,False
BU03960601,De Die,"[107505.839273771, 503024.972671229]",731.0,27.202,4060.0,28509.0,1218.0,8041.0,343.5384631,False,False,['LTHP0001'],['LTHP0001'],0.34643440672638104,0.589794130693276,0.06377146258034294,False,False
BU03960602,Rendorppark,"[106869.509881779, 503931.79416438896]",81.0,0.0,0,5346.0,0.0,810.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.04888888888888889,0.9139506172839507,0.037160493827160496,False,False
BU03960603,Breedweer,"[107451.218643231, 503877.052315992]",1151.0,0.3216,48.0,42587.0,13.66153848,11510.0,3.6923076960000003,False,False,['LTHP0001'],['LTHP0001'],0.310503909643788,0.6860295395308428,0.0034665508253692444,False,False
BU03960604,Tolhek,"[107847.437590805, 502610.513046185]",5.0,0.0,0,225.0,0.0,1100.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.2,0.734,0.066,False,False
BU03960605,De Trompet,"[108368.266240708, 502267.67372608]",0.0,296.6023,44269.0,0.0,9194.330782852001,0.0,257100.73078285196,False,False,['LTHP0001'],['LTHP0001'],0.0,0.0,1.0,True,False
BU03960607,Noorderveld,"[106946.842495325, 504488.247687491]",0.0,0.0,0,0.0,0.0,0.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.0,0.0,0.0,False,False
BU03960700,Onderwijzersbuurt,"[105905.069243557, 502725.057785062]",776.0,16.4083,2449.0,28712.0,697.023075416,85360.0,2072.230768854,False,False,['LTHP0001'],['LTHP0001'],0.49907022963401604,0.4831086324416254,0.017821137924358573,False,False
BU03960701,Villabuurt,"[105949.408773185, 503057.24038569]",145.0,4.2947,641.0,8990.0,305.7076923569999,1595.0,54.238461785,False,False,['LTHP0001'],['LTHP0001'],0.013655172413793102,0.8781379310344828,0.10820689655172412,False,False
BU03960702,Beijnesbuurt,"[106152.009442539, 502396.72242698795]",601.0,56.996900000000004,8507.0,22838.0,2486.661535844,69115.0,7525.423080195001,False,False,['LTHP0001'],['LTHP0001'],0.3621873273492457,0.5462806494377881,0.0915320232129663,False,False
BU03960800,Slotherenbuurt,"[107125.28172080801, 502519.22209710703]",905,54.182900000000004,8087.0,36200,2488.307694796,101360,6967.261542194001,False,False,['LTHP0001'],['LTHP0001'],0.32157080499953367,0.4814825776913916,0.19694661730907467,False,False
BU03960801,Verzetstrijdersbuurt,"[106493.152866846, 502252.97778582]",756.0,25.192,3760.0,23436.0,896.61538664,7560.0,289.23076952,False,False,['LTHP0001'],['LTHP0001'],0.3020634920634921,0.6661375661375661,0.0317989417989418,False,False
BU03960802,Beijerlust,"[106629.53620895301, 502027.173697844]",478.0,11.0282,1646.0,16730.0,443.15384742000003,5258.0,139.27692371,False,False,['LTHP0001'],['LTHP0001'],0.04774058577405857,0.6537029288702928,0.29855648535564855,False,False
BU03960900,Hoogdorp,"[106500.483646835, 501646.22844998]",803.0,30.4247,4541.0,29711.0,1292.4384632850001,8833.0,384.238463285,False,False,['LTHP0001'],['LTHP0001'],0.261687462342503,0.627506193903941,0.11080634375355602,False,False
BU03960901,Waterakkers,"[105669.10602163199, 502014.92854549794]",990.0,147.7216,22048.0,32670.0,5596.800003392001,115830.0,19843.2,False,False,['LTHP0001'],['LTHP0001'],0.07728390145719058,0.4740612890782337,0.4486548094645757,False,False
BU03961001,De Citadel,"[107785.128124035, 500947.072738529]",1122.0,35.6641,5323.0,32538.0,1187.438461129,126786.0,4626.9153833870005,False,False,['LTHP0001'],['LTHP0001'],0.0,0.29851769048469695,0.7014823095153031,False,False
BU03961002,De Wadden,"[108090.22142707699, 501601.44789952604]",532.0,21.131800000000002,3154.0,18620.0,849.1538454260001,5320.0,242.61538485800003,False,False,['LTHP0001'],['LTHP0001'],0.0,0.3204248140175657,0.6795751859824344,False,False
BU03961100,Landelijk gebied,"[108674.224982709, 501060.365052665]",3.0,11.8858,1774.0,93.0,423.03077018600004,2874.0,13073.015384205999,False,False,['LTHP0001'],['LTHP0001'],0.0,1.0,0.0,False,False
BU03970000,Centrum,"[102798.859265971, 485147.62823589204]",1907.0,372.5736,55608.0,80094.0,17965.661534184,419540.0,94105.846136736,False,False,['LTHP0001'],['LTHP0001'],0.4956352863883962,0.4411915262369268,0.06317318737467693,False,False
BU03970001,Oude Dorp Indische buurt en omgeving,"[103404.951814605, 484142.25137486705]",1975.0,461.3285,68855.0,80975.0,21715.807665825,434500.0,116523.84613266,False,False,['LTHP0001'],['LTHP0001'],0.4825394246646751,0.4301330299511432,0.08732754538418164,False,False
BU03970002,Zandvoortselaan en Berkenrode en omgeving,"[102115.797381298, 485867.41427020705]",909.0,85.8605,12815.0,47268.0,5126.0,196344.0,21292.615390529998,False,False,['LTHP0001'],['LTHP0001'],0.4624203815274072,0.5083071601048719,0.029272458367720966,False,False
BU03970003,Heemsteedse Dreef Schildersbuurt en omgeving,"[103185.26961907401, 485663.240526091]",1854,133.74540000000002,19962.0,100116,8291.907704592,209502,17351.584610778,False,False,['LTHP0001'],['LTHP0001'],0.37967559295102704,0.5189854729925836,0.10133893405638934,False,False
BU03970004,Van Merlenbuurt en Valkenburgerplein en omgeving,"[102236.764263666, 483938.746448904]",542.0,171.96890000000002,25667.0,34146.0,12438.623086795,170730.0,62193.115382641,False,False,['LTHP0001'],['LTHP0001'],0.5081835304789406,0.47222394821549246,0.019592521305567063,False,False
BU03970005,Schouwbroekerpolder,"[103543.69777224699, 485396.31691294897]",740,88.172,13160.0,29600,4049.2307732799995,83620,11439.076920040001,False,False,['LTHP0001'],['LTHP0001'],0.4233028540023413,0.42255445783293666,0.15414268816472204,False,False
BU03970006,Rivierenbuurt,"[101523.300307411, 484214.968917092]",784.0,39.7444,5932.0,32144.0,1870.8615361799998,169344.0,9856.246156583999,False,False,['LTHP0001'],['LTHP0001'],0.40598186529039093,0.582829495844777,0.011188638864832076,False,False
BU03970007,Kennemerduin en omgeving,"[102408.38185855199, 485245.21792089]",702.0,128.4323,19169.0,28080.0,5898.153852051999,151632.0,31850.030778077995,False,False,['LTHP0001'],['LTHP0001'],0.4050666587258142,0.40270262690405906,0.19223071437012682,False,False
BU03970008,Provincienbuurt,"[102598.523588931, 484866.973561701]",523.0,18.4384,2752.0,18828.0,762.0923079040001,58053.0,2349.784615808,False,False,['LTHP0001'],['LTHP0001'],0.6004780114722754,0.39952198852772464,0.0,False,False
BU03970009,Geleerdenbuurt,"[101873.49833457301, 485137.984174885]",1003.0,32.6625,4875.0,39117.0,1462.5,11033.0,412.500001875,False,False,['LTHP0001'],['LTHP0001'],0.40963846743877336,0.5766228851979528,0.013738647363273725,False,False
BU03970100,De Glip,"[101715.521828011, 482639.30066300795]",588.0,2.6867,401.0,24696.0,129.553846524,65268.0,342.39230775400006,False,False,['LTHP0001'],['LTHP0001'],0.31912590753019726,0.6231363090774256,0.057737783392377236,False,False
BU03970101,Glipper Dreef en Staatsliedenbuurt,"[102226.96137018199, 482894.525418811]",534.0,25.707900000000002,3837.0,22428.0,1239.646153551,59808.0,3305.7230786940004,False,False,['LTHP0001'],['LTHP0001'],0.39795581498397736,0.5996435738384573,0.002400611177565097,False,False
BU03970102,Manpad en Hartekamp,"[101076.347516858, 483078.693423823]",99.0,84.4602,12606.0,4950.0,4848.461530704,81774.0,80096.584617324,False,False,['LTHP0001'],['LTHP0001'],0.22476858775015351,0.1420864914232536,0.6331449208265929,False,False
BU03970200,Dichters- en Vogelbuurt,"[101452.205170891, 485186.644717829]",452.0,30.3443,4529.0,17628.0,1358.7,51528.0,3971.584615733,False,False,['LTHP0001'],['LTHP0001'],0.19612831858407082,0.3784513274336283,0.42542035398230094,False,False
BU04370000,Ouderkerk aan de Amstel,"[122481.36385343199, 478800.20052868]",3423,300.0729,44787.0,136920,13780.615398396001,386799,38930.238451203004,False,False,['LTHP0001'],['LTHP0001'],0.21166461453678634,0.536907712600702,0.25142767286251155,False,False
BU04370001,Duivendrecht,"[124392.494607431, 482690.731572422]",2617.0,774.5669,115607.0,91595.0,31124.961511783004,834823.0,283681.79232547805,False,False,['LTHP0001'],['LTHP0001'],0.4465726604492531,0.38486951012126613,0.16855782942948083,False,False
BU04370002,Industriegebied Amstel,"[123359.83037361699, 482373.438180845]",3.0,1342.144,200320.0,141.0,72423.38470784,2562.0,1315948.30764608,False,False,['LTHP0001'],['LTHP0001'],0.609692342186209,0.10697553684253362,0.2833321209712574,False,False
BU04370006,Verspreide huizen in de Rondehoeppolder,"[121784.78596631599, 475975.449857845]",136.0,0.5829,87.0,8568.0,42.161538408,1360.0,6.6923076990000006,False,False,['LTHP0001'],['LTHP0001'],0.039117647058823535,0.7989705882352941,0.16191176470588237,False,False
BU04370007,Verspreide huizen in de Duivendrechtsche polder,"[123210.13787628901, 480796.313756472]",29.0,449.63030000000003,67109.0,928.0,16519.138451214,33437.0,595205.2076768209,False,False,['LTHP0001'],['LTHP0001'],0.09042121809422413,0.10116610583419429,0.8084126760715816,True,False
BU04370008,Verspreide huizen in de Bullewijker polder,"[124084.577871618, 478277.951584609]",31.0,0.8777,131.0,1829.0,59.45384617399999,3441.0,111.85384617400001,False,False,['LTHP0001'],['LTHP0001'],0.0,0.7064762657851459,0.2935237342148541,False,False
BU04370009,Verspreide huizen langs De Bullewijk en De Hole,"[123774.884030763, 477446.66879445297]",51.0,1.1859,177.0,2754.0,73.52307703199999,5661.0,151.13076925800002,False,False,['LTHP0001'],['LTHP0001'],0.11382400469665828,0.6881004847685566,0.19807551053478512,False,False
BU04500001,De Koog,"[108728.53399253199, 504906.631820106]",1561.0,117.4644,17532.0,64001.0,5529.3230877119995,177954.0,15374.215385964,False,False,['LTHP0001'],['LTHP0001'],0.3365144148897287,0.6373066643887054,0.026178920721565826,False,False
BU04500002,De Kleis,"[108371.449102874, 503662.776033542]",1007.0,38.8667,5801.0,36252.0,1606.430769677,11077.0,490.853848385,False,False,['LTHP0001'],['LTHP0001'],0.08463840011508555,0.652557348899724,0.2628042509851904,False,False
BU04500003,Waldijk,"[108694.489057506, 503194.696659948]",795,31.490000000000002,4700.0,26235,1193.0769238,7950,361.5384619,False,False,['LTHP0001'],['LTHP0001'],0.007268452818371046,0.2553255344685922,0.7374060127130367,False,False
BU04500004,Oude Dorp,"[109069.798256742, 504375.914088985]",2133,172.8667,25801.0,93852,8732.646167739,241029,22427.023070969,False,False,['LTHP0001'],['LTHP0001'],0.2723979590441433,0.5930874485329493,0.1345145924229074,False,False
BU04500005,Bedrijventerrein,"[109625.186952024, 505384.86725651]",70.0,125.22970000000001,18691.0,2520.0,5175.969232207,50750.0,104238.26923220702,False,False,['LTHP0001'],['LTHP0001'],0.3995267532795919,0.47485087153229466,0.12562237518811353,False,False
BU04500006,Buitengebied,"[110518.03395569901, 504135.158642911]",140.0,91.589,13670.0,5880.0,4416.46153741,130060.0,97687.92307481999,False,False,['LTHP0001'],['LTHP0001'],0.21629918418903551,0.3772135237196416,0.40648729209132295,False,False
BU04511500,Dorpscentrumcentrum,"[117153.185679715, 471929.962100516]",557.0,153.91910000000001,22973.0,20052.0,6361.753847921,124211.0,39407.530760395,False,False,['LTHP0001'],['LTHP0001'],0.33042643763999385,0.5125093393170697,0.15706422304293657,False,False
BU04512500,Thamerdal,"[116534.385945029, 472433.118639382]",1557.0,153.7784,22952.0,59166.0,6709.046146784,174384.0,19774.030779824003,False,False,['LTHP0001'],['LTHP0001'],0.3317280346014705,0.5959722904058926,0.07229967499263688,False,False
BU04513500,Zijdelwaard,"[116952.852529941, 473259.57475820795]",3210.0,209.6765,31295.0,118770.0,8907.03844228,362730.0,27202.576915855003,False,False,['LTHP0001'],['LTHP0001'],0.39429394663670314,0.517488086545172,0.08821796681812488,False,False
BU04514500,Legmeer,"[115777.509640388, 473650.576903156]",3175,254.466,37980.0,107950,9933.230786760001,355600,32721.230786760003,False,False,['LTHP0001'],['LTHP0001'],0.19764105484995362,0.4582610923201566,0.34409785282988975,False,False
BU04515000,Langs de Vuurlinie,"[114523.01786632801, 473244.54568097205]",89.0,40.7025,6075.0,4717.0,2476.7307711,46458.0,24393.461536125003,False,False,['LTHP0001'],['LTHP0001'],0.1440876653495413,0.39004086200596516,0.46587147264449363,False,False
BU04515500,Veilinggebied,"[114604.76663395301, 474258.40039778297]",38.0,164.8602,24606.0,798.0,3974.8153959720003,36366.0,181138.015395972,False,False,['LTHP0001'],['LTHP0001'],0.3702166115624905,0.14159530868321366,0.48818807975429596,False,False
BU04516500,Meerwijk,"[115935.21329443301, 471878.56280739896]",2386.0,68.407,10210.0,88282.0,2905.92308085,26246.0,863.92308085,False,False,['LTHP0001'],['LTHP0001'],0.23082724798626506,0.6751087669208606,0.09406398509287445,False,False
BU04517500,Bedrijventerrein,"[117639.960826375, 472599.604021276]",103.0,327.7774,48922.0,3502.0,12794.984589042,65508.0,239341.476908024,False,False,['LTHP0001'],['LTHP0001'],0.2661269440006379,0.4635663424462399,0.2703067135531222,False,False
BU04518500,Meerwijk,"[113977.35165890401, 472251.345763458]",1533,86.2692,12876.0,64386,4159.938473423999,170163,10994.123078904002,False,False,['LTHP0001'],['LTHP0001'],0.1514672355584142,0.5921515266844494,0.25638123775713645,False,False
BU04519000,Glastuinbouwgebied,"[111951.44181659, 471449.68053574796]",122.0,67.3082,10046.0,5612.0,3554.738463084,28548.0,18082.8,False,False,['LTHP0001'],['LTHP0001'],0.38419671128886307,0.5520525056257135,0.06375078308542344,False,False
BU04519500,Veenweidegebied,"[113080.55190158, 470913.865418057]",60.0,11.8389,1767.0,3600.0,815.5384623540001,24660.0,5586.438462354,False,False,['LTHP0001'],['LTHP0001'],0.02147893801540041,0.7426262673533589,0.23589479463124066,False,False
BU04730101,Boulevard Noord,"[96723.77634439731, 488396.876782516]",965.0,181.704,27120.0,32810.0,7092.92306232,397580.0,85949.53845528,False,False,['LTHP0001'],['LTHP0001'],0.6347509337000786,0.3652490662999214,0.0,False,False
BU04730102,Stations omgeving,"[96842.7395244014, 488001.298709799]",496.0,1.4606000000000001,218.0,13392.0,45.27692314400001,5456.0,18.44615393,False,False,['LTHP0001'],['LTHP0001'],1.0,0.0,0.0,False,True
BU04730103,Oud Noord,"[97284.162687897, 487984.595704285]",955.0,28.3276,4228.0,35335.0,1203.3538477800003,106005.0,3610.0615391120004,False,False,['LTHP0001'],['LTHP0001'],0.41549964481277935,0.507281747875012,0.07721860731220871,False,False
BU04730104,Nieuw Noord - bedrijven,"[98034.23650730119, 487974.076202294]",39.0,4.4957,671.0,1287.0,170.33076933400002,20787.0,2751.1,False,False,['LTHP0001'],['LTHP0001'],0.28769230769230775,0.6610256410256411,0.05128205128205129,False,False
BU04730105,Nieuw Noord - wonen,"[98016.67386648961, 488241.82608766604]",1394.0,24.9173,3719.0,44608.0,915.446153274,153340.0,3146.846153274,False,False,['LTHP0001'],['LTHP0001'],0.4282048403624397,0.4813619890889064,0.09043317054865392,False,False
BU04730106,Sport Circuit,"[97657.0319727316, 489004.41090539703]",103.0,100.634,15020.0,3708.0,4159.38461654,64478.0,72327.0769173,False,False,['LTHP0001'],['LTHP0001'],0.17517634637985074,0.012457274375597993,0.8123663792445514,False,False
BU04730107,Recreatiepark,"[97173.5954394826, 488467.146587027]",440.0,62.3301,9303.0,18040.0,2934.023082648,137280.0,22327.2,False,False,['LTHP0001'],['LTHP0001'],0.41116342544622786,0.5888365745537723,0.0,False,False
BU04730201,Boulevard Midden,"[96398.0211958934, 487677.76594189205]",607.0,75.1204,11212.0,23673.0,3363.5999999999995,193026.0,27426.276921352,False,False,['LTHP0001'],['LTHP0001'],0.6603786596876349,0.3396213403123651,0.0,False,False
BU04730202,Boulevard Zuid,"[95998.1203102808, 486750.297413449]",163.0,0.0,0,8802.0,0.0,1630.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.24061349693251535,0.7225153374233129,0.036871165644171776,False,False
BU04730203,Brederode- Gerkestraat e.o.,"[96755.00876777811, 487082.947723049]",1602.0,32.3275,4825.0,68886.0,1595.9615395749997,16020.0,371.153846525,False,False,['LTHP0001'],['LTHP0001'],0.4066126352004309,0.5733403660932219,0.02004699870634701,False,False
BU04730204,Zandvoortselaan,"[98140.9730456041, 486920.847053408]",197.0,46.940200000000004,7006.0,8274.0,2263.476922538,22064.0,6035.938464772001,False,False,['LTHP0001'],['LTHP0001'],0.38045311289499795,0.5522459828095303,0.06730090429547174,False,False
BU04730205,Kostverloren e.o.,"[97257.8364261182, 487450.07029124704]",677.0,21.4668,3204.0,31142.0,1133.723077416,7447.0,271.10769354,False,False,['LTHP0001'],['LTHP0001'],0.27979320531757756,0.5946824224519941,0.12552437223042834,False,False
BU04730206,Centrum,"[96693.22621921939, 487567.837784294]",1456.0,326.8394,48782.0,59696.0,15385.09228893,463008.0,119328.276915572,False,False,['LTHP0001'],['LTHP0001'],0.4779042444819921,0.33202798231277947,0.19006777320522847,False,False
BU04730301,Bentveld Noord,"[99653.6292257991, 486972.28079215204]",204.0,6.3315,945.0,9996.0,356.192307765,22848.0,814.1538465900001,False,False,['LTHP0001'],['LTHP0001'],0.35034313725490196,0.6235784313725489,0.026078431372549015,False,False
BU04730302,Bentveld Zuid,"[99396.45898331539, 486275.98446999997]",350.0,2.2713,339.0,17150.0,127.77692310299999,3150.0,23.469230691,False,False,['LTHP0001'],['LTHP0001'],0.29842857142857143,0.6003428571428572,0.10122857142857143,False,False
BU04730401,Noord strand,"[96978.7616880568, 489415.385833375]",0.0,3.5979,537.0,0.0,367.63846174500003,0.0,9190.96154094,False,False,['LTHP0001'],['LTHP0001'],0.0,0.0,0.0,False,False
BU04730402,Zuid strand,"[95452.8525341375, 485722.35127776203]",0.0,7.0417000000000005,1051.0,0.0,654.853846073,0.0,19548.600000000002,False,False,['LTHP0001'],['LTHP0001'],0.0,0.0,1.0,True,False
BU04730403,Zuid duinen,"[96945.0822162924, 484193.274322975]",7.0,0.9112,136.0,490.0,73.230769304,2191.0,327.446153888,False,False,['LTHP0001'],['LTHP0001'],0.0,1.0,0.0,False,False
BU04730404,Noord duinen,"[99046.6319712949, 488755.38281223294]",5.0,10.472100000000001,1563.0,400.0,961.8461532450001,8095.0,19465.361532450002,False,False,['LTHP0001'],['LTHP0001'],0.0,1.0,0.0,False,False
BU04820101,Cortgene,"[104417.69341436, 430943.20875484]",382.0,17.3463,2589.0,16808.0,876.276924471,42402.0,2210.6076927060003,False,False,['LTHP0001'],['LTHP0001'],0.15257131101321678,0.6396655302952771,0.20776315869150624,False,False
BU04820102,Redersbuurt,"[104860.992809986, 430800.96374307]",385.0,93.666,13980.0,13860.0,3871.3846024800005,46585.0,13012.15384938,False,False,['LTHP0001'],['LTHP0001'],0.4907228227282901,0.44709792287185945,0.062179254399850434,False,False
BU04820103,kerkbuurt,"[105251.998740392, 430691.076072022]",674.0,79.1069,11807.0,26960.0,3632.923080556,76836.0,10353.830770139,False,False,['LTHP0001'],['LTHP0001'],0.3679749321025247,0.5187903714779036,0.11323469641957168,False,False
BU04820104,Polderbuurt,"[105386.169337872, 430439.890334265]",198.0,8.8507,1321.0,9504.0,487.7538471700001,22770.0,1168.576923585,False,False,['LTHP0001'],['LTHP0001'],0.22646464646464645,0.6608080808080807,0.11272727272727273,False,False
BU04820105,De Werven,"[104527.068366719, 430495.804886864]",464.0,105.3977,15731.0,17168.0,4477.284605704,193024.0,50339.200000000004,False,False,['LTHP0001'],['LTHP0001'],0.1511343486357504,0.24123266939156005,0.6076329819726896,False,False
BU04820201,Dijk,"[103238.81116361199, 431901.832735125]",243.0,23.718,3540.0,11421.0,1279.84615548,27459.0,3077.07692226,False,False,['LTHP0001'],['LTHP0001'],0.2775495144944856,0.635985577362745,0.08646490814276941,False,False
BU04820202,Vogelbuurt,"[103695.62055006801, 431932.57493606204]",568.0,2.5058000000000002,374.0,19880.0,100.692307606,5680.0,28.769230798000002,False,False,['LTHP0001'],['LTHP0001'],0.3866197183098592,0.551443661971831,0.06193661971830988,False,False
BU04820203,Waterland,"[104115.006290413, 431669.03494706703]",160.0,16.0599,2397.0,5280.0,608.469231138,18400.0,2120.423077845,False,False,['LTHP0001'],['LTHP0001'],0.0092468853725295,0.5779023149183286,0.412850799709142,False,False
BU04820204,Groene Long,"[104091.962076483, 431284.06823697]",3.0,1.8425,275.0,132.0,93.07692295000001,3069.0,2164.038461475,False,False,['LTHP0001'],['LTHP0001'],0.0,0.33333333333333337,0.6666666666666667,False,False
BU04820205,Rivierenbuurt,"[103711.184637192, 431604.452916609]",444.0,43.2753,6459.0,16428.0,1838.330771715,49728.0,5564.676926058,False,False,['LTHP0001'],['LTHP0001'],0.2599865388965475,0.5389058880384797,0.20110757306497273,False,False
BU04820206,Nieuw Kinderdijk,"[103412.266727465, 431807.515419379]",200.0,48.534800000000004,7244.0,8600.0,2396.092309364,82400.0,22957.907690636,False,False,['LTHP0001'],['LTHP0001'],0.2507604816492713,0.4516105597611202,0.2976289585896084,False,False
BU04820301,Zeelt,"[104580.25002051199, 431756.30611598]",358.0,11.4369,1707.0,13604.0,498.96923195100004,3580.0,131.30769243900002,False,False,['LTHP0001'],['LTHP0001'],0.23484396574531652,0.686988937145038,0.0781670971096456,False,False
BU04820302,Middelland,"[104924.40906638, 431708.197435128]",220.0,10.0768,1504.0,9020.0,474.33846246400003,24200.0,1272.615384384,False,False,['LTHP0001'],['LTHP0001'],0.13049999999999998,0.6329090909090909,0.23659090909090907,False,False
BU04820303,Blokweer Noord,"[105269.381456076, 431699.98481038294]",394.0,0.0,0,14184.0,0.0,3940.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.3065482233502538,0.6934517766497462,0.0,False,False
BU04820304,Blokweer Zuid,"[105243.236862366, 431455.69964515796]",313.0,54.517900000000004,8137.0,11581.0,2315.9153877450003,67608.0,13519.938465293999,False,False,['LTHP0001'],['LTHP0001'],0.3380054861282199,0.44481932846633404,0.217175185405446,False,False
BU04820305,Drentsebuurt,"[105076.631137416, 431111.501072875]",383.0,41.292100000000005,6163.0,14554.0,1801.492305796,80813.0,10003.023076449,False,False,['LTHP0001'],['LTHP0001'],0.15821106379529865,0.4804261783033742,0.3613627579013272,False,False
BU04820306,Florabuurt,"[104830.50222477199, 431294.061690068]",648.0,27.8318,4154.0,25272.0,1246.2,72576.0,3578.830771148,False,False,['LTHP0001'],['LTHP0001'],0.2849616681848413,0.6124747895016617,0.10256354231349708,False,False
BU04820307,Staatsliedenbuurt,"[104450.927957567, 431467.62567201705]",756.0,18.1838,2714.0,28728.0,793.323076088,83160.0,2296.461538044,False,False,['LTHP0001'],['LTHP0001'],0.4865873015873016,0.5129761904761905,0.00043650793650793656,False,False
BU04820401,Schildersbuurt,"[105630.60945425699, 431474.454480105]",544.0,27.9055,4165.0,21760.0,1281.53846282,5440.0,320.38461570500004,False,False,['LTHP0001'],['LTHP0001'],0.4339128231747453,0.5125107517602268,0.05357642506502796,False,False
BU04820402,Schrijversbuurt,"[105631.39089396401, 431002.031431897]",629.0,6.2243,929.0,25160.0,285.846154132,6290.0,71.46153853300001,False,False,['LTHP0001'],['LTHP0001'],0.41596184419713816,0.5409220985691574,0.043116057233704284,False,False
BU04820403,Klein Alblas,"[105965.881044867, 430699.332225293]",85.0,11.3297,1691.0,4080.0,624.3692320700001,18275.0,2796.653846414,False,False,['LTHP0001'],['LTHP0001'],0.0,0.12070588235294119,0.8792941176470588,False,False
BU04820404,Oranjebuurt,"[105341.603283686, 431076.795620132]",231.0,59.3419,8857.0,8085.0,2384.576921033,49434.0,14579.984614022,False,False,['LTHP0001'],['LTHP0001'],0.29895607614181474,0.4576916968648855,0.24335222699329984,False,False
BU04820501,Vinkenwaard,"[105710.17088698699, 429903.188114165]",8.0,228.5102,34106.0,232.0,7608.261535838,6872.0,225361.953856648,False,False,['LTHP0001'],['LTHP0001'],0.07164584874618674,0.3446599541956711,0.5836941970581422,False,False
BU04820502,Hoogendijk,"[105942.557565693, 429171.716750461]",0.0,50.049,7470.0,0.0,1494.0,0.0,42349.153844429995,False,False,['LTHP0001'],['LTHP0001'],0.0,0.0,1.0,True,False
BU04820503,Nieuwland,"[105357.62505647699, 429212.425786365]",18.0,106.8985,15955.0,720.0,4909.23077414,11358.0,77443.11538707,False,False,['LTHP0001'],['LTHP0001'],0.5084285323962844,0.07326045361197756,0.418311013991738,False,False
BU04820601,Polder Blokweer,"[104458.306871087, 432130.387909545]",2.0,0.0,0,86.0,0.0,850.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.0,0.6649999999999999,0.335,False,False
BU04820602,Polder Kortland,"[106671.058941444, 431830.940002414]",14.0,1.0050000000000001,150.0,896.0,73.84615395000002,2968.0,244.61538464999998,False,False,['LTHP0001'],['LTHP0001'],0.0,0.8807142857142857,0.11928571428571427,False,False
BU04820603,Polder Souburgh,"[106365.039622993, 430854.320581368]",9.0,0.0,0,576.0,0.0,90.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.0,0.7777777777777778,0.2222222222222222,False,False
BU04820604,Polder Vinkenwaard,"[106217.786822094, 429879.183402106]",16.0,10.3716,1548.0,560.0,416.76923041200007,18096.0,13467.599999999999,False,False,['LTHP0001'],['LTHP0001'],0.125,0.3125,0.5624999999999999,False,False
BU04890101,Centrum,"[96542.54489069039, 429897.379825601]",190.0,248.7509,37127.0,8170.0,12280.469239337,121980.0,183350.261521326,False,False,['LTHP0001'],['LTHP0001'],0.3017297757069551,0.6370041550386721,0.0612660692543728,False,False
BU04890102,Centrum Oost,"[96877.3770275159, 429570.223794518]",210.0,13.5541,2023.0,7980.0,591.338460916,23520.0,1742.8923086260002,False,False,['LTHP0001'],['LTHP0001'],0.29722061175539505,0.5623742455136773,0.14040514273092758,False,False
BU04890103,Centrum West,"[96195.0356002167, 430347.279494607]",366.0,72.8491,10873.0,13176.0,3010.984616221,79422.0,18149.546151337003,False,False,['LTHP0001'],['LTHP0001'],0.27610108686209206,0.5146252273592851,0.20927368577862288,False,False
BU04890204,Noord 1,"[96720.1853491241, 430574.315102912]",274.0,260.5362,38886.0,12604.0,13759.661544444,142754.0,155843.123088888,False,False,['LTHP0001'],['LTHP0001'],0.48418462162707737,0.29556074154348616,0.22025463682943647,False,False
BU04890205,Noord 2,"[96796.76012298801, 430163.39667323]",259.0,0.0,0,9324.0,0.0,3108.0,0.0,False,False,['LTHP0001'],['LTHP0001'],0.24335907335907336,0.6099227799227799,0.14671814671814673,False,False
BU04890206,Noord 3,"[97018.50893695529, 429874.578777398]",460.0,64.9833,9699.0,16100.0,2611.2692285310004,52440.0,8505.276923823001,False,False,['LTHP0001'],['LTHP0001'],0.43122006884479647,0.5227361032204142,0.046043827934789346,False,False
